data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Thiếu phụ kiện, quên củ sạc trong hộp. Khác với mô tả đầy đủ bộ. Tính năng sạc không tương thích. Pin hao sau vài lần sạc, đóng gói lỏng lẻo",Negative,,,,,Negative,,,,,
đánh giá sau 1 tháng sử dụng. pin sử dụng được lâu. máy đơ 2 lần không sử dụng được phải khởi động máy lại mới sử dụng được.,Positive,,Negative,,,,,,,,
Đóng hàng hộp ướt mốc meo camera chụp macro mờ tịt ship chậm do lỗi kho,,Negative,,,,Negative,,,Negative,,
"Kém không khớp bình thường pin hết đột ngột. Hiệu năng lag khi chơi.,",Negative,,Negative,,,,,,,,
Mau hết pin.máy sài 1 chúc là nóng.,Negative,,,,,,,,,,
"Giao hàng nhanh, đúng mẫu máy đẹp fullbox đầy đủ phụ kiện như quảng cáo. Mình săn sale đuợc giá 3m4 quá rẻ cho 1 con máy gaming phone",,,,,,,Positive,,Positive,,
Dung lượng pin của sản phẩm là 4000mAh.,Neutral,,,,,,,,,,
Pin hoạt động trong khung thời gian tiêu chuẩn.,Neutral,,,,,,,,,,
"Màu sắc: đen 
Phân loại: nguyên seal sản phẩm đóng lại seal, thiếu ốp lưng và que chọc sim đi kèm máy, màn hình bên trong có vết xước trên miếng dán dẻo, máy đã active sẵn.",,,,Negative,,Negative,,,,,
Pin sạc pin không ổn định camera thiếu độ sâu đóng gói thiếu chống va đập,Negative,Negative,,,,Negative,,,,,
Điện thoại mỡ không được mua về đem bỏ,,,,,,,,,,Negative,
cũng ổn trong tầm giá này. máy khá đầm tay khi cầm,,,,,Positive,,Positive,,,,
"Lag, bị văng khi bấm vào ứng dụng luôn bị tắt nguồn không cần trả hàng nữa 😀👍",,,Negative,,,,,,,,
"tính năng: tốt chất lượng: sử dụng tốt chất liệu:nhựa cứng, chắc chắn cửa hàng đóng gói cẩn thận, giao hàng nhanh, shipper thân thiện, chuyên nghiệp.",,,,,,Positive,,,Positive,,
"Màu sắc: xám cấu hình: ram 8g+256g ngoại hình máy còn zin đẹp. Chất lượng tốt, giống mô tả. Rất an tâm khi chọn đúng cửa hàng uy tín. Mình từng mua và từng trả hàng nhưng thấy cửa hàng hỗ trợ tốt như cam kết nên mọi người yên tâm",,,,,Positive,,,Positive,,,
"Mua cho con chơi game, chơi liên quan , ff sẽ đánh giá thêm ít hôm nữa.",,,,,,,,,,Neutral,
khớp số imei từ hộp và điện thoại sẽ test thêm sau.,,,,,,,,,,Neutral,
"Hàng rẻ so với giá, màn mờ, pin còn tốt mà tụt nhanh lắm, loa bé, mic hơi kém, cảm ứng không nhạy",Negative,,,Negative,,,Positive,,,Negative,
"Chất lượng sản phẩm: yếu 
Đúng với mô tả: không 
Tính năng nổi bật: app hệ thống lỗi ứng dụng hay thoát đột ngột, nhân viên giao hàng thô lỗ",,,,,,,,,Negative,Negative,
theoo cá nhân mình thì nó bị vỡ ruii dung lượng hơi ít nên cug thôi mà vỡ bung bét,,,,,,,,,,Negative,
"Nhóm màu: màu đen nhám 
Dung lượng lưu trữ: 128gb chất lượng:máy rất đẹp, không thấy tì vết gì. Tính năng:đã sử dụng thử vài ngày, pin khá ổn, hy vọng bền lâu. Nếu sắp tới không phát sinh vấn đề gì thì sẽ tiếp tục ủng hộ cửa hàng vài sản phẩm nữa.",Positive,,,,Positive,,,,,,
"Khả năng lưu trữ: 256gb 
Nhóm màu: nhiều màu hàng đẹp",,,,,Positive,,,,,,
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: giá cả rẻ nhưng mà sử dụng cũng ngon, tặng cửa hàng 5 sao",,,,,,,,,,,Neutral
"Tính năng nổi bật: máy đóng góp kĩ sản phẩm đúng mô tả nha mọi người . cửa hàng rất nhiệt tình , uy tính ạ . mình mua được 17xx .",,,,,,Positive,Neutral,Positive,,,
"Mới nhận hàng, chưa sử dụng nên chưa biết chất lượng ra sau, hình ảnh giống với thông tin trên cửa hàng",,,,,,,,,,Neutral,
"Đúng với mô tả: đúng 
Tính năng nổi bật: gì cũng có 
Chất lượng sản phẩm: mượt và tốt mình mua cho ng nhà với giá sale rẻ so với thị trường, máy cấu hình mạnh mượt mà tốt ng nhà mình thích lắm",,,Positive,,,,Positive,,,,
máy tốt .nhưng mỗi tội không cài đặt được tài khoản google,,,,,,,,,,Positive,
"Nhóm màu: đen chất lượng cuộc gọi rõ ràng, thiết kế gọn nhẹ, dễ cầm, 1 chiếc điện thoại ấn tượng đi vào lòng người.. Sử dụng bền hay kg mỗi là điều cốt lõi..",,,,,Positive,,,,,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng 
Tính năng nổi bật: nghe gọi, nhắn tin ￼điện thoại nokia 6310 (2024) hỗ trợ sóng 4g màn hình đẹp loa to rõ ràng điện thoại mẫu mã, kiểu dáng đẹp màu sắc nét nghe gọi to ,rõ ràng, nhắn tin đóng gói cẩn thận giao hàng nhanh cũng đập hộp ngư hàng real luôn á hài lòng",,,,,Positive,Positive,,,Positive,,
camera thiếu filter tự nhiên. pin hao dữ nghe podcast 2 tiếng. đóng gói không có túi nilon chống ẩm.,Negative,Negative,,,,Negative,,,,,
"Quá trình vận chuyển mất khoảng vài ngày, cách đóng gói ở mức tiêu chuẩn.",,,,,,Neutral,,,Neutral,,
"Đúng với mô tả: đúng 
Tính năng nổi bật: hàng mới . Đẹp. Cấu hình cao hơn mô tả 8/256 
Chất lượng sản phẩm: tuyệt hàng giao nhanh. Đẹp . Rất chất lượng. Cửa hàng đã dán cường lực và ốp sẵn . Khá hài lòng. Cấu hình máy đúng loại",,,,,Positive,,,,Positive,,
"Sản phẩm: sản phẩm không như mô tả, sản phẩm chất lượng kém, sản phẩm giả mạo",,,,,,,,,,Negative,
Nhóm màu: màu xanh đúng như cửa hàng quảng cao mình đã mua bên cửa hàng này 2 lần rồi máy chơi game mượt lắm luôn cửa hàng quy tính mọi người nên mua máy bên cửa hàng này nè rất tốt,,,Positive,,,,,,,,
"Không đáng tiền màu sắc không giống hình không có. Giao hàng siêu lâu, màu máy bên ngoài khác hẳn ảnh cửa hàng đăng.",,,,,,,,,Negative,,
chất lượng chỉ ổn so với giá bán thôi còn thông số của máy mình thì ảo nha. mình sử dụng devcheck kiểm tra thì thông số thực tế chỉ còn 4/64 thôi,,,,,,,,,,Neutral,
"Tình trạng: 99% vỏ mới 
Nhóm màu: vàng pin sao thấy 75% mà tắt nguồn 9% vậy còn lag nữa",Negative,,Negative,,,,,,,,
"Không đúng nhé, để a92 mà gởi a83 nhé mọi người.",,,,,,,,,,Negative,
Đã nhận được hàng. Nhanh xuống pin. Tạm được tiền nào của đó.,Negative,,,,,,Positive,,,,
"Đúng với mô tả: đúng với mô tả giao hàng nhanh, cửa hàng giao đúng hàng, máy mới 99%, mình mua tặng ông bà nên nhờ cửa hàng test trước khi gửi",,,,,,,,,Positive,,
pin chỉ trụ 3h gọi điện camera macro thiếu nét đóng hàng lộn xộn,Negative,Negative,,,,,,,,,
"Tồi không khớp kém hiệu năng lag khủng. Chăm sóc kh vô cảm.,",,,Negative,,,,,Negative,,,
"Cửa hàng uy tín 👍 máy mượt, màn hình đẹp, loa to, liên quân bao mượt luôn, pin cũng ổn, không trâu cũng không quá hao tuy nhiên máy không có 1 số chức năng như chia màn hình, quay màn hình, ghi chú nói chung 1tr8 cho 1 sản phẩm như này là quá ổn luôn 🙆🙆👁️👄👁️👍 *hong hề khoe cái ốp handmade đâu nhaa*",Positive,,Positive,Positive,,,Positive,,,Positive,
"Hàng giao nhanh chóng, đúng như mô tả, độ bền tốt, pin trâu, màn hình sáng, cảm ứng mượt mà, bộ nhớ cao, nhân viên cửa hàng tư vấn nhiệt tình và giá cả phải chăng, rất hài lòng ...",Positive,,,Positive,,,Positive,Positive,Positive,,
"Nhựa rẻ tiền sai thông số mic kém, loa nhỏ mua về sử dụng được 1 tuần đã hỏng màn hình. Bảo hành thì bắt đợi cả tháng không có máy sử dụng",,,,Negative,Negative,,,Negative,,Negative,
"Nhóm màu: loại 
Phân loại sản phẩm: đen 👌dễ sử dụng：",,,,,,,,,,Positive,
"Nhóm màu: đen dung lượng lưu trữ rộng rãi 128gb,",,,,,,,,,,Positive,
Đã nhận được hàng . Nguyên đai nguyên kiện . Shipping khá nhanh . Trải nghiệm thời gian đánh giá thêm,,,,,,,,,Positive,,
"Tính năng nổi bật: oke 
Chất lượng sản phẩm: oke 
Đúng với mô tả: oke ê điện thoại mượt lắm 😆",,,Positive,,,,,,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb chất lượng camera ấn tượng!, chất lượng camera ấn tượng!, lựa chọn màu sắc tuyệt vời!, lựa chọn màu sắc tuyệt vời!, sử dụng vật liệu chất lượng cao., sử dụng vật liệu chất lượng cao., các tính năng đột phá, yêu cổng usb-c!, các tính năng đột phá, yêu cổng usb-c!, sử dụng vật liệu chất lượng cao., sử dụng vật liệu chất lượng cao., lựa chọn màu sắc tuyệt vời!,",,Positive,,,Positive,,,,,,
màu: clear dòng sản phẩm tương thích: iphone 14 promax hàng tốt,,,,,,,,,,Positive,
"Nhóm màu: black 
Dung lượng lưu trữ: 128gb chất lượng camera ấn tượng!, giao hàng nhanh chóng và an toàn.,",,Positive,,,,,,,Positive,,
chất lượng camera trước tệ. ảnh selfie sai màu. ảnh thiếu chi tiết. camera trước bệt màu và làm mịn quá lố. shipping delay gần 1 tuần,,Negative,,,,,,,Negative,,
"Nhóm màu: xanh ngọc 
Dung lượng lưu trữ: 128gb giao hàng nhanh. Cửa hàng đóng gói rất cẩn thận. Sau hơn tuần sử dụng thấy mọi thứ tốt. Pin ổn, sạc nhanh. Nói chung là tốt!",Positive,,,,,Positive,,,Positive,,
"Tính năng nổi bật: mượt mà 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: tuyệt vời một con điện thoại gaming có chất lượng rất tốt số với giá tiền. Khi mình đặt mua không có thông tin gì về nfc của máy nên khá lỡ, máy là máy có",,,Positive,,,,Positive,,,,
"Điện thoại gì sạc từ chiều giờ không lên hình luôn,cửa hàng lừa đảo quá 1 sao.",Negative,,,,,,,,,,
"Đúng với mô tả: đúng 
Tính năng nổi bật: nghe nhạc 
Chất lượng sản phẩm: tốt
99 chắc do sử dụng lâu rồi nên , hơi nhanh hết pin",Negative,,,,,,,,,,
"Dỏm khác hẳn nóng ran như lò nướng bánh mì kẹp, hỗ trợ khách hàng chậm chạp thái độ cộc lốc kiểu 'muốn gì nữa hả', pin hao nhanh dù chỉ lướt tiktok cười ngặt nghẽo",Negative,,,,,,,Negative,,,
"Nhóm màu: màu bạc 
Dung lượng lưu trữ: 256gb chất lượng:điện thoại đẹp, vẫn còn rất mới. chưa bị xây xước, tuy nhiên có sim 2 phải sử dụng e sim ,mới đầu chưa quen nhưng sau nhờ nhà mạng cài đặt sử dụng cũng tốt. cám ơn siphop",,,,,Positive,,,,,,
"Máy mới mua, hôm nay là ngày 4/12, máy hay dính lỗi panic-full và resetcounter, ngày đơ màn khởi động lại không biết bao nhiêu lần. Rất khó chịu, phía hãng không có cách giải quyết cũng không được bảo hành, đổi trả. Ai mua nên cân nhắc, chắc chắn dính lỗi 90%",,,Negative,,,,,Negative,,,
"Đầu năm mua s24u, 2 tháng sau mua s25u. Mình không rành công nghệ nhưng sử dụng rồi thì thấy khác",,,,,,,,,,Neutral,
"Sản phẩm: sản phẩm không như mô tả, sản phẩm chất lượng kém, hàng lỗi hoặc bị hư hỏng, sản phẩm giả mạo mọi người cẩn thận trước khi sử dụng máy hãy reset các thứ nhé người bán vẫn cài đồ tà đạo vào máy để sử dụng tài khoản facebook hay các nền tảng mạng xã hội khác để kiếm tiền",,,,,,,,,,Negative,
"Sản phẩm có nhược điểm lớn nhất là pin cực kỳ kém, chỉ dùng được khoảng 3 ngày dù ít sử dụng. lúc sụt thì rất nhanh. Về dịch vụ, dù đã nói cho bên cửa hàng nhưng vẫn không được giải quyết. Sản phẩm kém chất lượng",Negative,,,,,,,Negative,,Negative,
"Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: tốt
Giao hàng nhanh đúng ngày. Chất lượng cũng tốt trải nghiệm mới biết",,,,,,,,,Positive,,
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: loa hay nhưng pin sử dụng tuột nhanh 
Đúng với mô tả: đúng mô tả máy còn mới mà pin sử dụng tuột nhanh không có tiếng việt 100%",Negative,,,,,,,,,,
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb ⚡ 
Hiệu suất:chất lượng tốt đẹp",,,Positive,,,,,,,,
Gggh,,,,,,,,,,,Neutral
Điều khoản bảo hành sản phẩm ở mức thông thường. Máy hoạt động ổn với các ứng dụng mạng xã hội.,,,,,,,,Neutral,,,
Hiệu năng lag khi sử dụng phần mềm chỉnh sửa shipping chậm không thông báo chăm sóc khách hàng không chịu lỗi,,,Negative,,,,,Negative,Negative,,
Nhóm màu: đen hàng đã về. tôi rất hài lòng với sản phẩm đã mua. người bán hàng nhiệt tình. tôi sẽ giới thiệu cho bạn bè.,,,,,,,,Positive,,,
Mới nhận được máy thấy chức năng và ngoại hình thấy cũng tốt còn độ bền theo time mới đánh giá được nói chung mua với giá chưa đến 1tr5 thì qá tốt rồi,,,,,Positive,,Positive,,,,
Shipping không giao đúng lịch hẹn. Trễ hẹn. Vận chuyển kém. Đã hẹn ngày x giao mà tận ngày x+2 mới nhận được. Hiệu năng ổn,,,Neutral,,,,,,Negative,,
"Tốt lắm, 2tr hơn mà ngon lành, mới nguyên, full hộp, tặng sạc nhanh, đúng mẫu chọn màn hình sống động chịu khó cài tí thì y như máy hãng cảm ơn cửa hàng 😇",,,,Positive,,,Positive,,,,
"Màn hình có điểm chết mô tả không nói rõ pin lúc trồi lúc sụt. Màn hình có 1 chấm đen nhỏ, rất khó chịu. Pin thì ảo, lúc 50% sử dụng mãi không hết, lúc 20% thì sập nguồn luôn.",Negative,,,Negative,,,,,,,
"Camera tele chụp không nét, ảnh chụp xa bị mờ. Máy nóng khủng khiếp khi sử dụng 4g. Ship giao nhầm hàng, tốn thời gian hoàn trả.",,Negative,,,,,,,Negative,,
sao chat mà không phản hồi vậy cửa hàng. cửa hàng không cần khách à?,,,,,,,,Negative,,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: 🫰 
Tính năng nổi bật: 🫡",,,,,,,,,,Positive,
lần đầu thanh toán 1 món đồ giá trị cao. nhắn tin thấy cửa hàng bảo hành đầy đủ. tốt,,,,,,,,Positive,,,
Mình chưa có nhu cầu sử dụng dịch vụ hỗ trợ của shop nên chưa có nhận xét về phần này.,,,,,,,,Neutral,,,
Nhóm màu: màu vàng giáo hàng không sử dụng sản phẩm,,,,,,,,,,Negative,
Điện thoại sử dụng ổn giá rẻ hơn cửa hàng tạm được mèo chạy cũng được,,,,,,,Positive,,,,
"Phiên bản: 2022 snap680 variation3: ram 6/128gb đả sài thử 3 tuần rồi ,máy mới tốt đáng mua",,,,,,,,,,Positive,
"Sản phẩm đúng mô tả, còn nguyên seal, máy rẻ, chính hãng, năm sao",,,,,,,Positive,,,,
"Nhóm màu: white 
Dung lượng lưu trữ: 512gb sản phẩm chất lượng.",,,,,,,,,,Positive,
Hiệu năng xử lý tác vụ cơ bản cũng lag. Hay bị văng app đột ngột. Máy nóng khi xem youtube. Chơi game chỉ được 15p là máy báo quá nhiệt. Pin nhanh hết,Negative,,Negative,,,,,,,,
"Nhóm màu: đỏ, thiết kế mỏng nhẹ và sang trọng",,,,,Positive,,,,,,
"Máy sử dụng tốt tất cả chức năng, rất hài lòng. Máy rẻ mà rất tốt. Cửa hàng bán hàng rất có tâm !",,,,,,,,,,Positive,
trước khi mua hàng hãy cân nhắc kỹ..cửa hàng này nói chuyện bố láo,,,,,,,,,,Negative,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: game theo như mình trãi nghiệm 2 ngày 2 đêm thì tốt trong tầm giá. Quà tặng kèm theo rất tốt. Cửa hàng uy tín+nhiệt tình.",,,,,,,Positive,Positive,,,
"Chất lượng sản phẩm: được 
Đúng với mô tả: đúng hơi rít, không được trơn tru khi thao tác lắm, còn hơi bám vân tay. mong những đợt sau sẽ khắc phục được vấn đề này ạ",,,,,,,,,,Negative,
"Nhóm màu: màu xanh lá cây 
Dung lượng lưu trữ: 256gb sử dụng vật liệu chất lượng cao., tuổi thọ pin lâu dài., sử dụng vật liệu chất lượng cao.,",Positive,,,,Positive,,,,,,
